Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,genotype/variation,GEO_Accession (exp),Instrument,ip,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,strain,rna_fraction
SRR12840024,OTHER,74,1756505853,PRJNA669852,SAMN16478245,722046874,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307527,"RPB3::RPB3-3xFLAG NAT\, ISW2::HIS3",GSM4835549,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835549,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840025,OTHER,76,3944338592,PRJNA669852,SAMN16478244,1468029628,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307528,"RPB3::RPB3-3xFLAG NAT\, LEO1::HIS3",GSM4835550,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835550,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840026,OTHER,76,3166877668,PRJNA669852,SAMN16478243,1173829662,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307529,"RPB3::RPB3-3xFLAG NAT\, LEO1::HIS3",GSM4835551,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835551,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840027,OTHER,74,2340088240,PRJNA669852,SAMN16478242,1028536391,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307530,"RPB3::RPB3-3xFLAG NAT\, LEO1::HIS3",GSM4835552,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835552,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840028,OTHER,74,3773112576,PRJNA669852,SAMN16478241,1551870096,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307531,"RPB3::RPB3-3xFLAG NAT\, LEO1::HIS3",GSM4835553,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835553,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840029,OTHER,76,1648622248,PRJNA669852,SAMN16478240,618003919,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307532,"RPB3::RPB3-3xFLAG NAT\, NAP1::HIS3",GSM4835554,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835554,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840031,OTHER,75,8383617225,PRJNA669852,SAMN16478238,3040761649,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307534,"RPB3::RPB3-3xFLAG NAT\, NAP1::HIS3",GSM4835556,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835556,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840032,OTHER,76,4854615140,PRJNA669852,SAMN16478237,1786273492,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307535,"RPB3::RPB3-3xFLAG NAT\, NPL3::HIS3",GSM4835557,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835557,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840033,OTHER,76,2441365708,PRJNA669852,SAMN16478272,894802240,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307536,"RPB3::RPB3-3xFLAG NAT\, NPL3::HIS3",GSM4835558,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835558,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840034,OTHER,76,3949503324,PRJNA669852,SAMN16478271,1456748605,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307537,"RPB3::RPB3-3xFLAG NAT\, PAF1::HIS3",GSM4835559,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835559,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840035,OTHER,74,2668294311,PRJNA669852,SAMN16478267,1169881950,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307538,"RPB3::RPB3-3xFLAG NAT\, PAF1::HIS3",GSM4835560,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835560,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840037,OTHER,76,1337585636,PRJNA669852,SAMN16478265,492513520,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307540,"RPB3::RPB3-3xFLAG NAT\, PAF1::HIS3",GSM4835562,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835562,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840038,OTHER,74,2918932208,PRJNA669852,SAMN16478270,1280695009,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307541,"RPB3::RPB3-3xFLAG NAT\, RAD6::HIS3",GSM4835563,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835563,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840039,OTHER,76,6294845844,PRJNA669852,SAMN16478269,3258637051,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307542,"RPB3::RPB3-3xFLAG NAT\, RAI1::HIS3",GSM4835564,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835564,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840041,OTHER,76,2917335088,PRJNA669852,SAMN16478264,1087608325,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307544,"RPB3::RPB3-3xFLAG NAT\, RPH1::HIS3",GSM4835566,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835566,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840042,OTHER,75,5758570725,PRJNA669852,SAMN16478263,2130009409,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307545,"RPB3::RPB3-3xFLAG NAT\, RPH1::HIS3",GSM4835567,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835567,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840043,OTHER,75,4249886025,PRJNA669852,SAMN16478262,1543775863,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307546,"RPB3::RPB3-3xFLAG NAT\, RPH1::HIS3",GSM4835568,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835568,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840044,OTHER,75,3057517425,PRJNA669852,SAMN16478261,1154268198,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307547,"RPB3::RPB3-3xFLAG NAT\, RSC30::HIS3",GSM4835569,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835569,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840046,OTHER,76,1727292356,PRJNA669852,SAMN16478230,634543759,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307549,"RPB3::RPB3-3xFLAG NAT\, RTF1::HIS3",GSM4835571,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835571,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840048,OTHER,76,4202035972,PRJNA669852,SAMN16478228,1627332867,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307551,"RPB3::RPB3-3xFLAG NAT\, RTF1::HIS3",GSM4835573,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835573,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840049,OTHER,76,3133264768,PRJNA669852,SAMN16478227,1166443112,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307552,"RPB3::RPB3-3xFLAG NAT\, RTF1::HIS3",GSM4835574,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835574,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840050,OTHER,76,3052568196,PRJNA669852,SAMN16478226,1236945391,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307553,"RPB3::RPB3-3xFLAG NAT\, RTT103::HIS3",GSM4835575,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835575,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840051,OTHER,76,5218367556,PRJNA669852,SAMN16478225,2691977734,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307554,"RPB3::RPB3-3xFLAG NAT\, RTT103::HIS3",GSM4835576,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835576,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840052,OTHER,76,3958572860,PRJNA669852,SAMN16478224,1456765276,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307555,"RPB3::RPB3-3xFLAG NAT\, SET2::HIS3",GSM4835577,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835577,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840054,OTHER,74,1835806710,PRJNA669852,SAMN16478222,749692525,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307557,"RPB3::RPB3-3xFLAG NAT\, SET2::HIS3",GSM4835579,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835579,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840055,OTHER,74,3612773815,PRJNA669852,SAMN16478221,1480162810,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307558,"RPB3::RPB3-3xFLAG NAT\, SET2::HIS3",GSM4835580,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835580,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840056,OTHER,74,2650176082,PRJNA669852,SAMN16478220,1304961370,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307559,"RPB3::RPB3-3xFLAG NAT\, SET3::HIS3",GSM4835581,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835581,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840057,OTHER,76,3326230136,PRJNA669852,SAMN16478205,1230625267,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307560,"RPB3::RPB3-3xFLAG NAT\, SET3::HIS3",GSM4835582,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835582,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840058,OTHER,76,3574419536,PRJNA669852,SAMN16478204,1296773935,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307561,"RPB3::RPB3-3xFLAG NAT\, SET3::HIS3",GSM4835583,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835583,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840059,OTHER,74,1377194378,PRJNA669852,SAMN16478203,683609464,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307562,"RPB3::RPB3-3xFLAG NAT\, SPT4::HIS3",GSM4835584,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835584,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840060,OTHER,75,3869724075,PRJNA669852,SAMN16478202,1451757544,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307563,"RPB3::RPB3-3xFLAG NAT\, SWR1::HIS3",GSM4835585,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835585,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840061,OTHER,74,2667307426,PRJNA669852,SAMN16478201,1314889448,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307564,"RPB3::RPB3-3xFLAG NAT\, UBP8::HIS3",GSM4835586,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835586,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840062,OTHER,76,3904631404,PRJNA669852,SAMN16478236,1500722098,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307565,"RPB3::RPB3-3xFLAG NAT\, VPS15::HIS3",GSM4835587,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835587,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840063,OTHER,76,3031514144,PRJNA669852,SAMN16478235,1154577996,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307566,"RPB3::RPB3-3xFLAG NAT\, VPS15::HIS3",GSM4835588,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835588,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840064,OTHER,76,2941164356,PRJNA669852,SAMN16478234,1187960170,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307567,"RPB3::RPB3-3xFLAG NAT\, VPS34::HIS3",GSM4835589,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835589,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840066,OTHER,76,4025574840,PRJNA669852,SAMN16478232,1495888257,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307569,RPB3::RPB3-3xFLAG NAT,GSM4835591,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835591,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840067,OTHER,76,3592490816,PRJNA669852,SAMN16478207,1317068173,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307570,RPB3::RPB3-3xFLAG NAT,GSM4835592,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835592,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840069,OTHER,76,4593324632,PRJNA669852,SAMN16478210,1864845953,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307572,RPB3::RPB3-3xFLAG NAT,GSM4835594,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835594,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840070,OTHER,75,1499569350,PRJNA669852,SAMN16478209,571202446,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307573,"RPB3::RPB3-3xFLAG NAT\, EAF1::HIS3",GSM4835595,NextSeq 500,"IP against histone H3 (Abcam, ab1791)",SINGLE,other,GENOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835595,Yeast,SRP287624,BY4742,
SRR12840072,OTHER,75,564656175,PRJNA669852,SAMN16478173,216351086,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307575,"RPB3::RPB3-3xFLAG NAT\, EAF1::HIS3",GSM4835597,NextSeq 500,"IP against histone H4 (Abcam, ab10158)",SINGLE,other,GENOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835597,Yeast,SRP287624,BY4742,
SRR12840074,OTHER,75,2208264525,PRJNA669852,SAMN16478171,835969905,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307577,"RPB3::RPB3-3xFLAG NAT\, GCN5::HIS3",GSM4835599,NextSeq 500,"IP against histone H3 (Abcam, ab1791)",SINGLE,other,GENOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835599,Yeast,SRP287624,BY4742,
SRR12840075,OTHER,75,1323050100,PRJNA669852,SAMN16478170,505080039,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307578,"RPB3::RPB3-3xFLAG NAT\, GCN5::HIS3",GSM4835600,NextSeq 500,"IP against histone H3K23Ac (Millipore, 07-355)",SINGLE,other,GENOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835600,Yeast,SRP287624,BY4742,
SRR12840076,OTHER,75,2061637275,PRJNA669852,SAMN16478200,788464351,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307579,"RPB3::RPB3-3xFLAG NAT\, GCN5::HIS3",GSM4835601,NextSeq 500,"IP against histone H4 (Abcam, ab10158)",SINGLE,other,GENOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835601,Yeast,SRP287624,BY4742,
SRR12840078,OTHER,75,1520904600,PRJNA669852,SAMN16478198,566249058,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307581,RPB3::RPB3-3xFLAG NAT,GSM4835603,NextSeq 500,"IP against histone H3 (Abcam, ab1791)",SINGLE,other,GENOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835603,Yeast,SRP287624,BY4742,
SRR12840079,OTHER,75,1661213400,PRJNA669852,SAMN16478197,631190560,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307582,RPB3::RPB3-3xFLAG NAT,GSM4835604,NextSeq 500,"IP against histone H3K23Ac (Millipore, 07-355)",SINGLE,other,GENOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835604,Yeast,SRP287624,BY4742,
SRR12840080,OTHER,75,2824922400,PRJNA669852,SAMN16478196,1086586990,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307583,RPB3::RPB3-3xFLAG NAT,GSM4835605,NextSeq 500,"IP against histone H4 (Abcam, ab10158)",SINGLE,other,GENOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835605,Yeast,SRP287624,BY4742,
SRR12840081,OTHER,75,1204915200,PRJNA669852,SAMN16478195,459678120,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307584,RPB3::RPB3-3xFLAG NAT,GSM4835606,NextSeq 500,"IP against histone H4K12Ac (Millipore, 07-595)",SINGLE,other,GENOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835606,Yeast,SRP287624,BY4742,
SRR12840065,OTHER,74,3059351098,PRJNA669852,SAMN16478233,1506157034,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307568,"RPB3::RPB3-3xFLAG NAT\, VPS34::HIS3",GSM4835590,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835590,Yeast,SRP287624,BY4741,Nascent RNA
SRR12839979,OTHER,74,3841341646,PRJNA669852,SAMN16478315,1571996418,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9307482,"RPB3::RPB3-3xFLAG NAT\, CDC39::HIS3",GSM4835504,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835504,Yeast,SRP287624,BY4741,Nascent RNA
SRR15417441,OTHER,76,4707383684,PRJNA669852,SAMN20712973,1766541470,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX11719288,"RPB3::RPB3-3xFLAG NAT\, SPT4::HIS3",GSM5514162,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM5514162,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840047,OTHER,74,2807053714,PRJNA669852,SAMN16478229,1167066670,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX9307550,"RPB3::RPB3-3xFLAG NAT\, RTF1::HIS3",GSM4835572,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835572,Yeast,SRP287624,BY4741,Nascent RNA
SRR12839983,OTHER,76,4158613144,PRJNA669852,SAMN16478311,1558669494,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX9307486,"RPB3::RPB3-3xFLAG NAT\, CDC73::HIS3",GSM4835508,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835508,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840053,OTHER,76,3913552740,PRJNA669852,SAMN16478223,1461569148,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX9307556,"RPB3::RPB3-3xFLAG NAT\, SET2::HIS3",GSM4835578,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835578,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840018,OTHER,76,4277121388,PRJNA669852,SAMN16478251,1573693215,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX9307521,"RPB3::RPB3-3xFLAG NAT\, INO80::HIS3",GSM4835543,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835543,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840023,OTHER,75,2170792725,PRJNA669852,SAMN16478246,788324932,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX9307526,"RPB3::RPB3-3xFLAG NAT\, ISW2::HIS3",GSM4835548,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835548,Yeast,SRP287624,BY4741,Nascent RNA
SRR12840073,OTHER,75,1240209600,PRJNA669852,SAMN16478172,467748559,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX9307576,"RPB3::RPB3-3xFLAG NAT\, EAF1::HIS3",GSM4835598,NextSeq 500,"IP against histone H4K12Ac (Millipore, 07-595)",SINGLE,other,GENOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835598,Yeast,SRP287624,BY4742,
SRR12840002,OTHER,76,3110409136,PRJNA669852,SAMN16478278,1144274685,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX9307505,"RPB3::RPB3-3xFLAG NAT\, GCN5::HIS3",GSM4835527,NextSeq 500,IP against 3xFLAG affinity label,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2021-08-13T00:00:00Z,GSM4835527,Yeast,SRP287624,BY4741,Nascent RNA
